offer_accepted,reward,mailer_type,income_level,#_bank_accounts_open,overdraft_protection,credit_rating,#_credit_cards_held,#_homes_owned,household_size,own_your_home,average_balance
No,Air Miles,Postcard,Medium,1,No,High,2,1,5,No,6.882437470997847
Yes,Air Miles,Postcard,Medium,1,No,Low,more than 2,1,3,Yes,7.182542063448185
No,Air Miles,Postcard,High,1,No,Low,2,more than 1,4,No,6.947937068614969
No,Cash Back,Postcard,Medium,1,No,Medium,more than 2,1,3,Yes,7.076442644500288
No,Air Miles,Postcard,Medium,1,No,High,2,1,4,Yes,7.047082344203236
No,Points,Postcard,High,more than 1,No,Medium,more than 2,more than 1,2,Yes,6.874198495453294
No,Cash Back,Letter,High,1,No,Low,1,1,4,Yes,7.057682767965088
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,No,6.923382534867836
No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,6.995079107153812
No,Points,Letter,Low,1,No,High,2,1,4,Yes,7.230382108781296
No,Points,Letter,Medium,1,No,High,2,1,4,Yes,6.568428973378017
No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,7.283791576399489
No,Air Miles,Postcard,Low,1,No,Low,1,1,4,Yes,7.277420482959114
No,Air Miles,Postcard,Medium,1,No,Low,1,more than 1,3,No,6.946735578623021
No,Air Miles,Letter,Medium,1,No,Medium,more than 2,1,3,Yes,6.990026271414931
No,Cash Back,Letter,Low,1,No,Low,1,1,4,Yes,7.087782539222719
Yes,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,6.911996273239391
No,Cash Back,Letter,Low,more than 1,No,Medium,2,1,4,Yes,6.4765876735216
No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,6,No,6.574727104763479
No,Points,Letter,Medium,more than 1,No,High,2,more than 1,4,Yes,7.026648808922547
No,Points,Postcard,High,more than 1,No,Low,2,1,5,No,7.151681369478875
No,Cash Back,Postcard,Low,more than 1,Yes,High,2,1,4,Yes,6.708389287578924
No,Air Miles,Letter,Medium,1,No,Medium,more than 2,1,3,No,6.568779912142806
No,Air Miles,Letter,High,1,Yes,High,more than 2,more than 1,4,No,7.13289683295902
No,Points,Letter,High,1,No,Medium,2,1,6,No,6.869793772695019
No,Cash Back,Letter,High,1,No,High,1,more than 1,4,Yes,7.065399848063652
No,Air Miles,Postcard,Medium,more than 1,No,High,1,more than 1,5,Yes,7.0936122455103305
No,Air Miles,Postcard,Low,1,No,Low,1,1,3,Yes,7.15305163493748
No,Points,Postcard,Medium,more than 1,No,Medium,1,1,4,Yes,6.627048820266781
No,Air Miles,Letter,Medium,1,No,Medium,more than 2,1,3,Yes,6.726233402358747
No,Cash Back,Letter,Medium,1,No,Low,2,1,2,Yes,7.318207928601341
No,Air Miles,Postcard,Medium,more than 1,No,High,2,1,4,Yes,6.99691019029303
No,Points,Letter,Medium,1,No,Low,1,1,2,Yes,6.541029999189903
No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,6.977747650802172
No,Cash Back,Postcard,High,1,Yes,Low,2,1,3,Yes,6.964135612418245
No,Air Miles,Postcard,Medium,more than 1,No,High,1,1,4,Yes,6.80211694695914
No,Air Miles,Letter,High,1,No,Low,1,1,1,No,7.024649030453636
No,Points,Letter,Medium,1,No,Low,2,1,2,Yes,6.502790045915623
No,Cash Back,Postcard,Low,more than 1,No,Medium,2,1,3,Yes,7.070086690899589
No,Cash Back,Postcard,Medium,1,No,Low,2,more than 1,3,Yes,6.664409020350408
No,Air Miles,Postcard,Low,1,No,Low,more than 2,1,3,Yes,6.993932975223189
No,Air Miles,Letter,Medium,1,No,Medium,2,more than 1,6,No,7.449498005382849
No,Cash Back,Postcard,High,1,No,Medium,1,1,3,Yes,6.622071209193029
Yes,Cash Back,Postcard,Medium,more than 1,No,Low,1,more than 1,3,No,7.161815932931068
No,Points,Postcard,Low,more than 1,No,Low,more than 2,1,4,Yes,7.0823386396809695
Yes,Points,Postcard,Low,1,Yes,Low,1,1,1,No,7.168194615040044
No,Air Miles,Letter,Medium,1,No,Medium,2,more than 1,6,Yes,6.965788310232747
No,Cash Back,Letter,Low,1,No,Medium,2,1,3,Yes,6.800448425993628
No,Points,Letter,Low,more than 1,Yes,Medium,2,1,4,Yes,6.977281341630747
No,Points,Letter,High,1,No,High,2,1,4,Yes,6.64736406676626
No,Cash Back,Postcard,Medium,more than 1,No,Medium,1,1,5,No,7.0192966537150445
Yes,Points,Letter,Medium,1,No,Low,more than 2,1,5,Yes,7.029972911706386
No,Points,Postcard,Medium,1,No,Low,1,1,4,Yes,7.168194615040044
No,Points,Postcard,Medium,1,No,Low,2,1,3,No,6.996681488176539
No,Points,Letter,Medium,1,No,Medium,2,1,5,No,6.948897222313312
No,Air Miles,Letter,Low,1,Yes,Low,more than 2,1,4,Yes,6.536691597591305
No,Points,Letter,High,1,No,High,more than 2,1,4,Yes,7.069448867980125
No,Cash Back,Postcard,High,1,No,Low,1,1,6,No,7.040536390215956
No,Points,Letter,High,1,Yes,Low,1,1,3,Yes,6.537777963803526
No,Points,Postcard,Medium,1,No,Low,more than 2,more than 1,5,Yes,6.85935253975397
No,Points,Postcard,Low,1,No,Low,2,1,3,Yes,7.0091830716122505
No,Cash Back,Postcard,Medium,1,No,Medium,more than 2,1,2,Yes,6.815091594118718
No,Air Miles,Postcard,Low,1,Yes,Low,1,1,3,Yes,6.810142450115136
No,Cash Back,Letter,Low,1,No,Low,more than 2,1,3,No,7.091117960284502
No,Points,Postcard,High,1,No,High,more than 2,1,4,Yes,6.70502691241052
No,Air Miles,Postcard,High,1,No,Medium,more than 2,more than 1,5,Yes,7.303843225277705
No,Air Miles,Postcard,High,1,Yes,Medium,more than 2,1,2,Yes,7.0486035875695165
No,Air Miles,Postcard,Medium,more than 1,No,Low,2,1,3,No,7.246546253822308
No,Points,Postcard,Low,1,No,Medium,1,1,2,Yes,6.97166860472579
No,Points,Postcard,High,more than 1,No,High,1,1,6,Yes,6.803782688599159
No,Air Miles,Letter,Medium,1,No,Medium,2,1,5,No,6.932691764272168
Yes,Cash Back,Postcard,High,more than 1,No,Medium,1,1,3,No,6.862234763680328
No,Points,Postcard,Medium,1,No,Medium,2,1,4,No,6.4853983032037545
No,Air Miles,Postcard,Low,1,No,High,more than 2,1,4,No,6.658331918647447
Yes,Air Miles,Postcard,Medium,more than 1,No,Low,1,1,4,Yes,7.493038813666137
No,Cash Back,Letter,Medium,1,No,High,1,more than 1,2,Yes,7.028201432058005
No,Cash Back,Letter,Medium,1,No,Medium,2,more than 1,4,Yes,7.110083690582427
No,Cash Back,Letter,Medium,1,No,High,1,1,2,Yes,6.987259380094736
No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,No,6.839208736447027
No,Points,Letter,Medium,1,Yes,High,2,1,5,Yes,7.245476735003782
No,Points,Postcard,High,more than 1,No,Medium,2,1,2,Yes,6.866933284461882
No,Air Miles,Letter,Medium,more than 1,No,Medium,1,1,2,Yes,7.126689985522292
No,Points,Postcard,High,1,No,Medium,1,1,5,Yes,7.158903026705945
No,Cash Back,Postcard,Medium,1,No,Low,2,1,2,Yes,7.045123053274943
No,Points,Letter,Medium,1,No,Medium,2,more than 1,2,No,6.888317585089662
No,Points,Postcard,Medium,more than 1,No,Medium,more than 2,1,3,Yes,6.74111020157319
No,Points,Letter,High,1,No,High,1,1,2,Yes,7.078763075875818
No,Points,Letter,High,more than 1,No,Low,2,more than 1,3,Yes,7.215791297314309
Yes,Cash Back,Postcard,High,1,No,Medium,more than 2,1,4,Yes,6.484635235635252
No,Air Miles,Postcard,Medium,1,No,High,more than 2,1,5,No,7.087155907348428
No,Air Miles,Letter,High,1,No,Medium,more than 2,1,3,No,7.098169005673428
No,Points,Postcard,Medium,1,No,Low,1,more than 1,4,No,7.248148390346587
No,Points,Postcard,High,1,No,High,2,1,6,Yes,6.835990712752826
No,Cash Back,Postcard,High,1,No,High,1,1,4,Yes,6.731912688285892
No,Points,Postcard,Medium,1,No,Low,2,1,4,Yes,7.365496531655673
No,Cash Back,Letter,High,1,No,Medium,1,1,5,Yes,7.069023426578259
No,Points,Postcard,Low,1,Yes,Medium,2,more than 1,3,Yes,7.011439390259019
Yes,Points,Letter,Medium,1,No,Low,2,more than 1,6,No,7.031520386316068
No,Points,Letter,High,1,Yes,Medium,1,1,3,Yes,7.245655067594535
No,Points,Letter,High,1,No,High,1,1,4,Yes,7.097548850614793
No,Cash Back,Postcard,Low,1,Yes,Medium,1,1,3,No,6.864064590357404
No,Points,Postcard,High,more than 1,No,High,2,more than 1,3,Yes,7.097962330050082
No,Air Miles,Letter,Medium,1,Yes,High,2,1,4,Yes,7.441027091577958
No,Points,Letter,High,1,Yes,Medium,1,more than 1,5,No,7.03592859270512
No,Air Miles,Postcard,High,1,No,Low,1,1,2,Yes,6.987490247000991
No,Points,Postcard,Medium,1,No,Low,1,1,2,No,6.904750769961838
No,Cash Back,Postcard,Medium,1,No,Low,1,1,3,Yes,6.89719976504262
No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,2,Yes,7.02509377139937
No,Cash Back,Postcard,Medium,1,No,Low,2,more than 1,1,Yes,7.179117402566821
No,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,7.168579897264035
No,Cash Back,Letter,Low,more than 1,No,High,2,1,4,Yes,7.043378232766852
No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,Yes,6.911996273239391
No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,4,Yes,7.460058682194437
No,Cash Back,Postcard,Medium,1,No,High,2,1,5,Yes,6.941190055068375
No,Air Miles,Letter,Low,1,No,Low,more than 2,1,3,Yes,6.764750584565133
No,Cash Back,Postcard,Medium,more than 1,Yes,Low,1,more than 1,3,Yes,6.883462586413092
No,Air Miles,Postcard,Low,1,No,High,1,1,5,Yes,6.856461984594587
No,Cash Back,Postcard,Medium,1,No,Low,1,1,5,Yes,7.1010579882853255
No,Points,Letter,High,1,No,Medium,1,1,5,Yes,7.124478262493424
No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,No,7.121858085644198
No,Cash Back,Letter,Medium,1,No,High,more than 2,1,4,Yes,6.967909201801884
No,Air Miles,Letter,Low,1,No,Low,2,1,3,No,6.895176496775277
No,Points,Postcard,Low,1,No,High,1,more than 1,4,Yes,7.14775594736277
No,Air Miles,Postcard,Medium,1,No,High,1,1,3,No,6.993244664997552
No,Air Miles,Letter,High,1,Yes,High,1,more than 1,1,Yes,7.14401246944173
No,Cash Back,Letter,Medium,1,No,Medium,2,more than 1,3,No,6.9782137426306985
No,Cash Back,Letter,Low,1,No,High,more than 2,1,3,No,6.866672833880907
No,Cash Back,Postcard,Medium,1,Yes,Low,2,more than 1,4,No,7.142827401161621
No,Air Miles,Letter,High,1,No,High,2,1,4,No,6.874715424903937
No,Cash Back,Letter,Low,1,No,High,more than 2,1,2,No,7.252231115463871
No,Points,Postcard,High,1,No,Low,1,1,4,Yes,6.977980723871634
No,Air Miles,Letter,Low,1,No,Medium,1,more than 1,4,Yes,7.011439390259019
No,Points,Letter,Low,1,No,Medium,more than 2,1,5,No,7.172424577124845
No,Points,Letter,High,1,No,Low,2,1,5,Yes,7.007600613951853
No,Cash Back,Letter,Low,1,No,Medium,more than 2,1,2,Yes,7.458906774219693
Yes,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,7.13966033596492
No,Points,Postcard,Medium,more than 1,Yes,Medium,more than 2,1,2,Yes,6.69641677311769
No,Air Miles,Postcard,High,1,No,High,more than 2,1,4,Yes,7.346171487229987
No,Air Miles,Letter,Low,1,No,Medium,1,1,3,Yes,7.084016844396216
No,Cash Back,Letter,Low,more than 1,No,Medium,1,1,5,Yes,6.8322232163697
No,Air Miles,Letter,Medium,1,No,High,more than 2,1,3,No,7.050989447068045
No,Air Miles,Postcard,Medium,1,No,Low,more than 2,1,4,Yes,6.948657270302562
No,Air Miles,Postcard,Medium,1,No,Medium,more than 2,1,5,Yes,6.764750584565133
No,Air Miles,Postcard,Medium,1,No,High,more than 2,1,4,Yes,7.015038944201812
No,Air Miles,Letter,Medium,1,No,High,1,1,3,Yes,6.712652387823449
Yes,Points,Postcard,Medium,1,No,Low,1,1,4,Yes,6.900227012561346
No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,Yes,7.007826832706352
No,Air Miles,Letter,Low,1,No,Medium,2,1,2,Yes,7.039879431909179
No,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,7.024871425650817
No,Points,Letter,Medium,1,Yes,Medium,2,1,3,No,7.024649030453636
No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,6.54606779321986
No,Cash Back,Postcard,Low,more than 1,No,High,more than 2,more than 1,4,No,6.899723107284872
No,Air Miles,Letter,Medium,1,No,Low,1,more than 1,4,No,6.955354257781416
Yes,Air Miles,Letter,Low,1,No,High,1,1,4,Yes,7.177973237682275
No,Air Miles,Postcard,Medium,1,No,Low,2,1,3,Yes,6.9034962220617535
No,Air Miles,Letter,High,1,No,High,1,1,4,Yes,6.745530423887304
No,Points,Postcard,Medium,1,Yes,Medium,1,1,4,Yes,6.795426094008217
No,Points,Letter,Medium,1,No,Medium,2,1,3,No,6.730421263699221
No,Air Miles,Postcard,Low,1,No,Medium,more than 2,1,4,Yes,7.172040773627522
No,Air Miles,Postcard,Medium,more than 1,No,Medium,2,1,4,Yes,7.422672520651381
No,Cash Back,Letter,Low,1,No,Medium,1,1,3,No,6.82001636467413
No,Cash Back,Postcard,Medium,1,No,Medium,more than 2,1,3,Yes,6.944810186933148
No,Air Miles,Postcard,Medium,1,No,Medium,more than 2,1,5,Yes,6.963899289600177
No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,7.104554854956745
No,Points,Letter,Medium,1,No,High,1,1,1,Yes,7.205820756813606
No,Cash Back,Letter,Medium,1,No,Low,1,1,3,No,7.180640922191161
No,Air Miles,Postcard,Low,1,Yes,Low,more than 2,1,4,No,6.823830044044376
No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,7.062619989543053
No,Cash Back,Letter,Low,more than 1,No,High,2,1,4,No,6.717199917261079
No,Points,Postcard,Medium,1,No,Medium,2,more than 1,4,No,6.858039686736205
No,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,6.891879929823847
No,Air Miles,Postcard,Low,1,No,High,1,1,3,Yes,6.905753276311464
No,Air Miles,Postcard,Low,more than 1,No,High,2,more than 1,3,Yes,6.962006693814053
No,Cash Back,Letter,Low,1,No,Medium,more than 2,1,4,No,6.745236349484363
No,Points,Postcard,Medium,more than 1,No,Low,2,more than 1,3,No,7.054233745360861
No,Points,Letter,Medium,1,No,High,2,more than 1,2,Yes,7.102705095925565
No,Air Miles,Letter,Medium,1,No,Low,1,1,3,No,6.892387801851015
No,Cash Back,Postcard,Medium,1,Yes,Medium,1,1,4,Yes,6.638240510485805
No,Air Miles,Letter,Medium,1,No,Low,2,1,3,No,7.110696122978827
No,Points,Letter,Medium,1,No,Low,more than 2,1,2,Yes,7.119433352187069
No,Points,Postcard,Medium,more than 1,Yes,Low,2,1,3,Yes,6.608337950311936
No,Cash Back,Letter,Medium,1,No,High,1,more than 1,4,No,7.009634742803308
No,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,6.483107351457199
No,Air Miles,Letter,Medium,1,Yes,Medium,2,1,2,No,6.822197390620491
No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,6.59748670785756
No,Points,Postcard,High,more than 1,No,Low,2,1,2,Yes,6.930005887916956
No,Points,Postcard,Low,1,No,Low,1,1,3,No,6.918942468372702
No,Air Miles,Postcard,Low,1,No,Medium,2,1,4,Yes,6.448889394146858
No,Points,Postcard,Medium,1,Yes,Medium,2,1,4,No,7.210449109054355
No,Points,Letter,Medium,more than 1,No,Low,1,1,3,Yes,6.980773371718709
No,Air Miles,Postcard,Medium,1,No,Low,2,more than 1,3,Yes,7.058543168104206
No,Air Miles,Letter,Medium,1,No,High,1,more than 1,4,Yes,7.024649030453636
Yes,Points,Postcard,Low,1,No,Low,1,more than 1,5,No,6.751978277410295
No,Cash Back,Letter,Low,1,No,High,1,more than 1,3,Yes,6.945773346169658
No,Cash Back,Postcard,High,more than 1,No,Medium,1,1,4,Yes,6.799613120362434
No,Air Miles,Postcard,Low,1,No,Medium,1,1,4,Yes,6.974011074759202
No,Points,Postcard,Low,1,No,Low,2,1,2,No,7.2622779083527265
No,Air Miles,Postcard,Medium,1,No,High,1,1,3,Yes,7.35131867568896
No,Cash Back,Letter,Medium,1,No,Low,1,1,5,Yes,6.941431805341521
No,Cash Back,Letter,High,1,Yes,High,2,1,6,Yes,6.642486801367256
No,Air Miles,Postcard,High,1,Yes,High,more than 2,more than 1,4,Yes,7.05380177991138
No,Air Miles,Postcard,Medium,1,Yes,Low,2,1,3,Yes,7.141640926828249
No,Points,Postcard,High,more than 1,No,Medium,more than 2,1,3,Yes,7.1528559976483885
No,Cash Back,Postcard,Low,1,No,High,1,more than 1,4,No,6.495643128152179
No,Points,Letter,Low,1,No,Low,more than 2,1,6,Yes,7.016161152825924
No,Points,Letter,High,1,No,High,2,more than 1,3,No,6.693633409638385
No,Cash Back,Letter,Low,1,No,Low,1,more than 1,4,No,6.92706759001451
No,Points,Postcard,Medium,1,No,Low,1,1,3,No,7.228388451573604
No,Air Miles,Letter,Low,1,No,Low,more than 2,1,5,No,6.606312291280319
No,Air Miles,Postcard,High,1,No,Medium,1,1,5,Yes,6.877553770249016
No,Cash Back,Postcard,Medium,1,No,Medium,1,more than 1,2,No,6.898714534329988
No,Points,Postcard,Low,1,No,Low,2,1,3,Yes,6.71295620067707
Yes,Cash Back,Postcard,High,1,Yes,Low,more than 2,more than 1,3,No,7.0208607250874095
No,Points,Postcard,Medium,1,No,High,more than 2,1,2,No,7.070299208167417
No,Air Miles,Letter,Medium,1,No,Medium,2,1,5,Yes,6.826545223556594
No,Points,Letter,Low,1,No,Low,2,1,4,Yes,6.8966943316227125
Yes,Cash Back,Letter,Medium,1,No,Low,2,more than 1,6,Yes,6.604621101971435
No,Air Miles,Letter,Medium,1,No,High,1,1,1,Yes,6.856461984594587
No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,No,6.463809184055691
No,Points,Letter,Medium,1,No,Low,2,1,3,No,7.027758071376834
No,Points,Letter,Medium,more than 1,No,High,1,1,4,Yes,6.926086235666861
No,Points,Letter,Medium,more than 1,No,High,2,1,4,No,6.530513129817713
No,Cash Back,Postcard,Medium,1,No,High,more than 2,1,6,No,6.685236532436769
No,Cash Back,Letter,Low,1,No,Low,more than 2,1,3,Yes,7.155786545804125
No,Air Miles,Postcard,Low,1,No,High,2,1,3,Yes,6.938769332511306
No,Air Miles,Letter,Low,1,No,Medium,2,1,4,No,6.97658146991199
No,Cash Back,Letter,Medium,more than 1,No,High,2,more than 1,5,No,7.315551002428584
No,Air Miles,Letter,High,more than 1,No,Low,more than 2,more than 1,5,No,7.0762314289540384
No,Air Miles,Postcard,Low,1,No,High,2,1,5,No,7.137874444032772
No,Cash Back,Letter,Medium,more than 1,Yes,High,1,1,4,No,7.0192966537150445
No,Air Miles,Letter,Low,1,No,Low,1,1,5,Yes,6.8966943316227125
No,Air Miles,Postcard,High,1,No,Low,2,1,3,Yes,7.432927496455049
No,Points,Postcard,Medium,1,No,Low,more than 2,1,3,Yes,7.076442644500288
No,Points,Letter,Low,1,No,High,more than 2,1,3,Yes,7.058543168104206
No,Points,Letter,Medium,1,No,Medium,2,more than 1,5,No,6.996681488176539
No,Air Miles,Letter,Low,1,No,Medium,1,1,4,Yes,6.842149521884143
No,Cash Back,Postcard,Low,1,No,Low,2,more than 1,5,No,6.888062645636401
No,Cash Back,Postcard,Low,1,Yes,High,1,more than 1,1,Yes,7.087573705557973
No,Points,Letter,High,1,No,Low,more than 2,more than 1,4,Yes,7.513163545234075
No,Cash Back,Letter,Low,1,No,High,2,1,4,No,7.101675971619444
No,Cash Back,Postcard,Medium,more than 1,No,Low,2,1,1,No,6.9385269376488905
No,Air Miles,Letter,High,more than 1,No,Medium,more than 2,1,3,Yes,6.823830044044376
No,Points,Postcard,Medium,1,No,Low,more than 2,1,4,No,7.112123674970013
No,Points,Letter,Medium,1,No,Low,more than 2,1,5,No,7.152073065527754
No,Cash Back,Postcard,Low,1,No,Medium,more than 2,1,2,No,6.805168690207036
No,Cash Back,Letter,Medium,1,No,High,more than 2,1,2,No,6.896441519081864
No,Cash Back,Letter,Low,1,No,Low,2,1,3,No,6.407704728384105
No,Air Miles,Letter,High,1,Yes,Low,2,1,2,No,6.828170799639294
No,Cash Back,Letter,Low,more than 1,No,Low,more than 2,1,4,No,6.831414045725414
No,Air Miles,Letter,High,more than 1,No,Medium,1,1,5,Yes,6.812345094177479
No,Cash Back,Letter,Medium,more than 1,Yes,Low,more than 2,more than 1,4,No,6.758675055967984
No,Cash Back,Letter,Medium,1,Yes,Low,2,1,4,No,6.542471960506805
No,Air Miles,Postcard,Medium,1,No,High,2,1,2,Yes,6.559261067133599
No,Cash Back,Postcard,High,1,Yes,Medium,more than 2,1,5,No,6.921411605429623
No,Points,Postcard,Low,more than 1,No,Medium,1,1,3,Yes,6.9474566458336895
No,Cash Back,Letter,Medium,1,No,Low,2,more than 1,4,Yes,7.097342046767504
No,Points,Letter,Medium,more than 1,No,Medium,2,1,1,No,6.929761359244751
No,Points,Postcard,Low,1,No,Low,more than 2,1,3,No,6.809591030194905
Yes,Points,Letter,Medium,1,No,Low,more than 2,1,3,Yes,6.793746362370269
Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,2,No,6.847208779114103
No,Points,Postcard,Medium,1,No,Low,1,1,6,No,7.047299806420034
No,Points,Letter,Low,1,Yes,Medium,2,1,4,Yes,7.090493415661308
No,Air Miles,Letter,Low,1,No,High,more than 2,more than 1,5,Yes,6.650279048587422
No,Cash Back,Letter,Low,more than 1,No,Medium,2,more than 1,2,No,6.915227293820838
No,Air Miles,Postcard,Low,1,No,High,more than 2,more than 1,3,No,7.058328137461511
No,Points,Postcard,Medium,1,No,Medium,2,more than 1,2,Yes,7.259467931091055
No,Cash Back,Postcard,High,more than 1,Yes,High,2,more than 1,2,Yes,7.190299173577794
No,Points,Letter,High,more than 1,No,Medium,more than 2,1,4,No,6.856198792067735
No,Air Miles,Letter,High,1,No,Medium,2,1,4,No,6.849596364808605
No,Air Miles,Postcard,High,more than 1,No,Medium,1,1,4,No,6.956545443151569
No,Air Miles,Postcard,Medium,more than 1,Yes,Low,2,1,3,Yes,6.958923565556536
No,Air Miles,Letter,Medium,1,No,Medium,more than 2,1,3,Yes,6.736966958001855
No,Air Miles,Letter,Low,1,Yes,Low,2,1,2,No,7.045776576879511
No,Air Miles,Letter,Medium,more than 1,No,High,1,1,5,Yes,6.889591308354466
No,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,6.720220155135295
No,Points,Letter,Medium,more than 1,No,Medium,more than 2,1,2,Yes,6.879355804460439
No,Cash Back,Letter,Low,more than 1,No,Low,1,1,3,Yes,6.540308238061494
No,Cash Back,Postcard,Medium,1,No,High,1,1,3,Yes,6.583409222158765
No,Points,Postcard,High,1,No,Medium,2,1,4,Yes,7.249747964134728
No,Points,Letter,Low,1,No,Medium,more than 2,1,2,No,6.81536582968879
No,Cash Back,Postcard,Medium,1,No,High,1,1,4,No,7.105581022312057
No,Points,Letter,Low,1,No,High,2,1,6,Yes,6.882181027862707
No,Cash Back,Postcard,Medium,more than 1,No,High,2,1,4,Yes,7.057897937411856
No,Air Miles,Postcard,Medium,1,No,Low,1,1,2,No,7.00033446027523
No,Points,Postcard,Medium,1,No,Medium,1,1,3,No,7.128696406741147
No,Air Miles,Letter,High,1,Yes,High,2,1,3,No,6.516562830160692
No,Points,Postcard,Medium,1,No,Low,more than 2,1,5,No,7.080026499922591
No,Points,Postcard,Low,1,No,High,more than 2,1,4,No,6.911747300251674
No,Cash Back,Letter,Medium,more than 1,No,Medium,1,1,4,Yes,6.940222469119639
No,Air Miles,Letter,High,1,No,Low,1,more than 1,4,No,7.124880757970784
No,Air Miles,Letter,High,1,Yes,Medium,1,more than 1,4,Yes,7.025316067721282
No,Air Miles,Postcard,High,1,Yes,High,1,more than 1,4,Yes,6.922151159265869
No,Cash Back,Letter,Medium,1,No,Low,1,more than 1,4,Yes,7.192182058713246
No,Cash Back,Postcard,Low,1,No,Medium,1,1,2,No,6.963189985870238
No,Air Miles,Letter,Medium,1,No,High,2,1,4,No,6.615730457096219
Yes,Air Miles,Letter,Low,1,No,High,2,1,5,Yes,6.678342114654332
No,Air Miles,Postcard,Medium,more than 1,Yes,High,more than 2,1,4,Yes,6.608675161577986
No,Air Miles,Postcard,High,more than 1,No,High,1,1,3,Yes,6.990716799696484
No,Points,Postcard,Low,1,No,Low,2,1,4,No,6.945532643316167
No,Air Miles,Letter,Medium,more than 1,Yes,Medium,2,1,5,Yes,6.857251146808369
No,Points,Letter,Medium,1,No,High,more than 2,1,4,Yes,6.949856455000773
No,Points,Postcard,High,1,Yes,High,1,1,2,Yes,6.721425700790643
No,Points,Letter,Medium,1,No,High,2,1,3,Yes,6.996223926969745
Yes,Points,Letter,Low,1,No,Low,1,more than 1,2,Yes,6.763018482515454
No,Air Miles,Postcard,Medium,1,No,Medium,1,more than 1,5,No,6.594071403991356
No,Cash Back,Postcard,High,1,No,High,2,more than 1,3,Yes,6.47774129795256
No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,6.919683849847411
No,Air Miles,Postcard,High,1,No,High,more than 2,1,2,Yes,6.691773520695548
No,Air Miles,Postcard,Medium,1,No,Low,more than 2,1,3,No,7.006921650476636
No,Air Miles,Letter,Low,1,No,Medium,1,1,3,Yes,6.79346613258001
No,Cash Back,Letter,High,1,No,High,1,1,4,No,6.829793737512425
No,Points,Postcard,Medium,1,No,Medium,more than 2,1,3,Yes,6.913240209212707
No,Air Miles,Postcard,High,1,No,High,1,1,3,No,7.074328478807953
No,Points,Postcard,Medium,more than 1,Yes,High,1,1,3,No,7.008053000297501
No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,No,6.8235581201813815
No,Points,Letter,Medium,1,No,High,1,1,4,No,7.04359650189355
No,Air Miles,Postcard,Medium,1,No,Medium,more than 2,1,2,Yes,6.876780474682707
No,Points,Postcard,Medium,1,No,High,1,1,2,Yes,6.76935490924611
No,Cash Back,Letter,High,1,No,High,more than 2,1,3,Yes,6.810418046093179
No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,Yes,6.865630352681466
No,Air Miles,Letter,Medium,more than 1,No,Medium,2,1,4,Yes,6.879355804460439
No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,Yes,6.944328259212977
No,Cash Back,Postcard,High,1,No,Low,1,1,6,No,6.850390961592566
No,Points,Letter,Medium,1,No,High,1,1,3,Yes,7.162785019158669
No,Air Miles,Postcard,Medium,1,Yes,High,2,1,1,Yes,6.688665997995968
Yes,Air Miles,Letter,Medium,1,No,Medium,more than 2,1,5,No,7.033286001429347
No,Air Miles,Letter,High,more than 1,No,Low,2,1,2,Yes,6.643138479461352
No,Points,Letter,Medium,1,No,High,1,1,5,Yes,6.803782688599159
No,Cash Back,Letter,High,1,Yes,Medium,2,1,4,Yes,6.642160802994361
No,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,No,6.790097235513905
No,Air Miles,Postcard,Medium,more than 1,No,Medium,more than 2,1,1,No,7.166844957069816
No,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,7.455587628377223
No,Points,Letter,Medium,more than 1,No,Medium,1,1,2,Yes,6.916219357394266
No,Points,Postcard,High,1,No,Medium,2,1,4,No,6.572981598996505
No,Air Miles,Postcard,Medium,1,No,High,1,more than 1,3,No,6.6296934499073465
